population_size,crossover_prob,mutation_prob,max_generations,k_value_tournament,replacement_count,best_solution,best_cost,execution_time
100,0.7,0.05,500,3,0.2,"[7, 16, 4, 3, 15, 14, 5, 6, 0, 11, 13, 2, 9, 12, 10, 1, 8]",39,0.4380366802215576
100,0.7,0.05,500,3,0.2,"[9, 10, 13, 2, 11, 0, 5, 6, 14, 15, 4, 3, 16, 7, 8, 12, 1]",39,0.4450390338897705
100,0.7,0.05,500,3,0.2,"[5, 14, 15, 4, 3, 8, 16, 7, 11, 0, 2, 13, 9, 1, 10, 12, 6]",39,0.43055224418640137
100,0.7,0.05,500,3,0.2,"[7, 8, 3, 4, 14, 6, 15, 5, 9, 12, 10, 1, 13, 2, 0, 11, 16]",39,0.4560573101043701
100,0.7,0.05,500,3,0.2,"[9, 1, 10, 12, 16, 7, 8, 3, 4, 14, 5, 6, 15, 11, 0, 13, 2]",39,0.44052886962890625
100,0.7,0.05,500,3,0.3,"[6, 5, 11, 0, 2, 13, 10, 9, 1, 12, 16, 8, 7, 3, 4, 15, 14]",39,0.4520413875579834
100,0.7,0.05,500,3,0.3,"[14, 12, 9, 10, 1, 13, 2, 0, 11, 8, 16, 7, 4, 3, 6, 15, 5]",39,0.4620401859283447
100,0.7,0.05,500,3,0.3,"[8, 7, 16, 3, 4, 5, 14, 15, 6, 1, 9, 10, 12, 2, 13, 0, 11]",39,0.4520409107208252
100,0.7,0.05,500,3,0.3,"[8, 0, 11, 2, 13, 10, 1, 12, 9, 6, 5, 14, 15, 4, 3, 16, 7]",39,0.44083499908447266
100,0.7,0.05,500,3,0.3,"[12, 9, 1, 13, 2, 0, 11, 15, 5, 14, 6, 3, 4, 16, 8, 7, 10]",39,0.4528641700744629
100,0.7,0.05,500,3,0.4,"[6, 4, 3, 7, 16, 8, 9, 1, 12, 10, 2, 13, 0, 11, 14, 15, 5]",39,0.44403767585754395
100,0.7,0.05,500,3,0.4,"[9, 8, 7, 16, 4, 3, 6, 14, 5, 15, 11, 0, 13, 2, 10, 1, 12]",39,0.4560413360595703
100,0.7,0.05,500,3,0.4,"[14, 12, 9, 10, 1, 13, 2, 11, 0, 8, 7, 16, 3, 4, 15, 5, 6]",39,0.4650390148162842
100,0.7,0.05,500,3,0.4,"[12, 9, 1, 10, 13, 2, 0, 11, 5, 14, 6, 15, 4, 3, 7, 16, 8]",39,0.4356985092163086
100,0.7,0.05,500,3,0.4,"[7, 3, 4, 6, 15, 14, 5, 1, 12, 10, 9, 13, 2, 0, 11, 8, 16]",39,0.43703770637512207
100,0.7,0.05,500,5,0.2,"[11, 0, 13, 2, 10, 9, 1, 12, 16, 7, 8, 4, 3, 15, 14, 5, 6]",39,0.46604037284851074
100,0.7,0.05,500,5,0.2,"[10, 9, 7, 16, 8, 3, 4, 14, 6, 15, 5, 11, 0, 2, 13, 12, 1]",39,0.46204090118408203
100,0.7,0.05,500,5,0.2,"[0, 2, 13, 9, 12, 10, 1, 5, 14, 6, 15, 4, 3, 7, 8, 16, 11]",39,0.4540388584136963
100,0.7,0.05,500,5,0.2,"[6, 14, 11, 0, 2, 13, 10, 1, 9, 12, 8, 7, 16, 3, 4, 5, 15]",39,0.47022175788879395
100,0.7,0.05,500,5,0.2,"[7, 8, 0, 11, 13, 2, 12, 10, 1, 9, 5, 14, 6, 15, 3, 4, 16]",39,0.45504045486450195
100,0.7,0.05,500,5,0.3,"[14, 5, 6, 15, 3, 4, 8, 16, 7, 0, 11, 13, 2, 1, 9, 12, 10]",39,0.46604204177856445
100,0.7,0.05,500,5,0.3,"[6, 10, 12, 1, 9, 2, 13, 0, 11, 7, 8, 16, 4, 3, 5, 14, 15]",39,0.4620392322540283
100,0.7,0.05,500,5,0.3,"[12, 5, 14, 6, 15, 4, 3, 16, 8, 7, 11, 0, 2, 13, 1, 10, 9]",39,0.4670419692993164
100,0.7,0.05,500,5,0.3,"[14, 15, 0, 11, 2, 13, 1, 10, 9, 12, 16, 8, 7, 3, 4, 5, 6]",39,0.47920751571655273
100,0.7,0.05,500,5,0.3,"[6, 15, 14, 4, 3, 7, 8, 16, 11, 0, 13, 2, 9, 12, 1, 10, 5]",39,0.46604132652282715
100,0.7,0.05,500,5,0.4,"[11, 0, 15, 6, 14, 5, 3, 4, 7, 16, 8, 9, 12, 1, 10, 2, 13]",39,0.4500398635864258
100,0.7,0.05,500,5,0.4,"[6, 11, 0, 2, 13, 9, 12, 1, 10, 8, 16, 7, 3, 4, 14, 5, 15]",39,0.4610409736633301
100,0.7,0.05,500,5,0.4,"[9, 12, 1, 10, 2, 13, 0, 11, 5, 15, 14, 6, 3, 4, 8, 16, 7]",39,0.4567992687225342
100,0.7,0.05,500,5,0.4,"[12, 10, 13, 2, 11, 0, 16, 8, 7, 4, 3, 6, 15, 5, 14, 1, 9]",39,0.4656989574432373
100,0.7,0.05,500,5,0.4,"[16, 9, 12, 1, 10, 2, 13, 0, 11, 5, 15, 6, 14, 4, 3, 8, 7]",39,0.46604108810424805
100,0.7,0.05,500,7,0.2,"[0, 11, 13, 2, 10, 1, 12, 9, 15, 14, 6, 5, 4, 3, 16, 7, 8]",39,0.5170443058013916
100,0.7,0.05,500,7,0.2,"[1, 10, 8, 7, 16, 4, 3, 15, 5, 14, 6, 0, 11, 2, 13, 9, 12]",39,0.541048526763916
100,0.7,0.05,500,7,0.2,"[14, 0, 11, 13, 2, 9, 12, 1, 10, 16, 7, 8, 4, 3, 5, 15, 6]",39,0.5184128284454346
100,0.7,0.05,500,7,0.2,"[0, 11, 8, 7, 16, 4, 3, 5, 6, 15, 14, 1, 9, 12, 10, 2, 13]",39,0.4930429458618164
100,0.7,0.05,500,7,0.2,"[9, 12, 8, 7, 16, 3, 4, 14, 6, 5, 15, 0, 11, 2, 13, 1, 10]",39,0.5020453929901123
100,0.7,0.05,500,7,0.3,"[10, 13, 2, 0, 11, 16, 7, 8, 4, 3, 15, 5, 14, 6, 1, 9, 12]",39,0.5010435581207275
100,0.7,0.05,500,7,0.3,"[15, 10, 1, 9, 12, 13, 2, 11, 0, 8, 7, 16, 3, 4, 6, 14, 5]",39,0.5286285877227783
100,0.7,0.05,500,7,0.3,"[8, 7, 4, 3, 5, 14, 6, 15, 1, 10, 9, 12, 13, 2, 0, 11, 16]",39,0.4840419292449951
100,0.7,0.05,500,7,0.3,"[10, 1, 16, 7, 8, 3, 4, 5, 14, 15, 6, 11, 0, 13, 2, 12, 9]",39,0.4710421562194824
100,0.7,0.05,500,7,0.3,"[13, 11, 0, 5, 6, 14, 15, 3, 4, 7, 8, 16, 10, 12, 9, 1, 2]",39,0.48504137992858887
100,0.7,0.05,500,7,0.4,"[12, 1, 8, 16, 6, 14, 5, 4, 15, 3, 7, 11, 0, 2, 13, 10, 9]",56,0.47504305839538574
100,0.7,0.05,500,7,0.4,"[12, 2, 13, 1, 9, 11, 16, 8, 4, 3, 6, 0, 5, 15, 14, 10, 7]",66,0.4741988182067871
100,0.7,0.05,500,7,0.4,"[6, 14, 4, 3, 5, 15, 12, 10, 2, 13, 11, 0, 7, 9, 1, 8, 16]",51,0.49404382705688477
100,0.7,0.05,500,7,0.4,"[4, 3, 5, 14, 6, 9, 8, 12, 2, 1, 10, 13, 11, 0, 16, 7, 15]",57,0.5050442218780518
100,0.7,0.05,500,7,0.4,"[12, 0, 15, 6, 5, 3, 4, 14, 16, 7, 8, 9, 1, 10, 11, 13, 2]",47,0.4930446147918701
100,0.7,0.05,1000,3,0.2,"[13, 2, 12, 1, 9, 10, 16, 8, 7, 4, 3, 5, 15, 6, 14, 0, 11]",39,0.8843278884887695
100,0.7,0.05,1000,3,0.2,"[7, 16, 0, 11, 2, 13, 12, 9, 1, 10, 14, 6, 5, 15, 3, 4, 8]",39,0.8470673561096191
100,0.7,0.05,1000,3,0.2,"[11, 0, 6, 14, 5, 15, 3, 4, 16, 7, 8, 10, 1, 12, 9, 2, 13]",39,0.8752844333648682
100,0.7,0.05,1000,3,0.2,"[7, 10, 9, 12, 1, 13, 2, 11, 0, 15, 14, 5, 6, 3, 4, 8, 16]",39,0.8840770721435547
100,0.7,0.05,1000,3,0.2,"[5, 15, 6, 9, 12, 10, 1, 2, 13, 0, 11, 16, 7, 8, 4, 3, 14]",39,0.8990814685821533
100,0.7,0.05,1000,3,0.3,"[10, 9, 1, 12, 2, 13, 11, 0, 5, 6, 15, 14, 4, 3, 16, 8, 7]",39,0.8608996868133545
100,0.7,0.05,1000,3,0.3,"[1, 9, 13, 2, 0, 11, 14, 6, 5, 15, 4, 3, 7, 8, 16, 12, 10]",39,0.86476731300354
100,0.7,0.05,1000,3,0.3,"[10, 8, 16, 7, 3, 4, 15, 6, 5, 14, 0, 11, 13, 2, 9, 12, 1]",39,0.8573415279388428
100,0.7,0.05,1000,3,0.3,"[14, 5, 6, 15, 1, 12, 10, 9, 2, 13, 11, 0, 16, 7, 8, 3, 4]",39,0.8770763874053955
100,0.7,0.05,1000,3,0.3,"[10, 8, 16, 7, 3, 4, 5, 6, 15, 14, 0, 11, 2, 13, 1, 9, 12]",39,0.9010789394378662
100,0.7,0.05,1000,3,0.4,"[16, 4, 3, 6, 14, 5, 15, 11, 0, 13, 2, 10, 9, 12, 1, 8, 7]",39,0.9064514636993408
100,0.7,0.05,1000,3,0.4,"[10, 9, 16, 8, 7, 3, 4, 15, 5, 6, 14, 11, 0, 13, 2, 12, 1]",39,0.8410744667053223
100,0.7,0.05,1000,3,0.4,"[3, 14, 15, 6, 5, 0, 11, 2, 13, 1, 9, 12, 10, 16, 8, 7, 4]",39,0.8989222049713135
100,0.7,0.05,1000,3,0.4,"[9, 1, 7, 8, 16, 3, 4, 6, 15, 14, 5, 0, 11, 2, 13, 10, 12]",39,0.9620847702026367
100,0.7,0.05,1000,3,0.4,"[5, 11, 0, 13, 2, 1, 9, 10, 12, 16, 8, 7, 3, 4, 14, 6, 15]",39,0.9160795211791992
100,0.7,0.05,1000,5,0.2,"[6, 0, 11, 13, 2, 9, 12, 1, 10, 8, 16, 7, 4, 3, 5, 14, 15]",39,0.955458402633667
100,0.7,0.05,1000,5,0.2,"[1, 8, 16, 7, 4, 3, 15, 5, 14, 6, 0, 11, 2, 13, 9, 12, 10]",39,0.9500839710235596
100,0.7,0.05,1000,5,0.2,"[4, 3, 5, 15, 6, 14, 10, 1, 9, 12, 2, 13, 11, 0, 7, 8, 16]",39,0.9147739410400391
100,0.7,0.05,1000,5,0.2,"[12, 2, 13, 0, 11, 5, 6, 14, 15, 3, 4, 16, 8, 7, 9, 1, 10]",39,0.9710824489593506
100,0.7,0.05,1000,5,0.2,"[12, 13, 2, 11, 0, 15, 6, 5, 14, 4, 3, 7, 16, 8, 10, 1, 9]",39,0.9773480892181396
100,0.7,0.05,1000,5,0.3,"[12, 9, 14, 15, 6, 5, 3, 4, 16, 8, 7, 11, 0, 2, 13, 10, 1]",39,0.9350831508636475
100,0.7,0.05,1000,5,0.3,"[8, 10, 1, 12, 9, 13, 2, 11, 0, 6, 15, 5, 14, 3, 4, 7, 16]",39,0.9329252243041992
100,0.7,0.05,1000,5,0.3,"[11, 0, 13, 2, 1, 12, 10, 9, 7, 16, 8, 3, 4, 6, 15, 14, 5]",39,0.9494612216949463
100,0.7,0.05,1000,5,0.3,"[14, 15, 6, 4, 3, 16, 7, 8, 9, 10, 1, 12, 13, 2, 0, 11, 5]",39,0.9100799560546875
100,0.7,0.05,1000,5,0.3,"[16, 7, 10, 12, 1, 9, 2, 13, 0, 11, 6, 15, 14, 5, 4, 3, 8]",39,0.8968081474304199
100,0.7,0.05,1000,5,0.4,"[6, 15, 5, 4, 3, 16, 7, 8, 0, 11, 2, 13, 9, 12, 1, 10, 14]",39,0.9005873203277588
100,0.7,0.05,1000,5,0.4,"[12, 9, 8, 7, 16, 4, 3, 14, 5, 6, 15, 11, 0, 2, 13, 10, 1]",39,0.8999121189117432
100,0.7,0.05,1000,5,0.4,"[1, 10, 9, 12, 2, 13, 11, 0, 7, 16, 8, 3, 4, 6, 5, 14, 15]",39,0.909080982208252
100,0.7,0.05,1000,5,0.4,"[1, 12, 5, 15, 14, 6, 4, 3, 7, 16, 8, 11, 0, 2, 13, 10, 9]",39,0.9010794162750244
100,0.7,0.05,1000,5,0.4,"[8, 12, 1, 9, 10, 13, 2, 0, 11, 14, 6, 15, 5, 3, 4, 7, 16]",39,0.8923141956329346
100,0.7,0.05,1000,7,0.2,"[10, 2, 13, 11, 0, 14, 15, 6, 5, 4, 3, 8, 7, 16, 12, 1, 9]",39,0.977086067199707
100,0.7,0.05,1000,7,0.2,"[13, 2, 10, 1, 12, 9, 6, 14, 5, 15, 3, 4, 7, 8, 16, 0, 11]",39,0.9949333667755127
100,0.7,0.05,1000,7,0.2,"[7, 16, 12, 1, 9, 10, 13, 2, 11, 0, 6, 15, 5, 14, 4, 3, 8]",39,0.9910862445831299
100,0.7,0.05,1000,7,0.2,"[10, 12, 16, 8, 7, 3, 4, 14, 15, 5, 6, 0, 11, 13, 2, 1, 9]",39,1.0092713832855225
100,0.7,0.05,1000,7,0.2,"[4, 15, 14, 6, 5, 9, 1, 10, 12, 2, 13, 0, 11, 7, 16, 8, 3]",39,1.0030879974365234
100,0.7,0.05,1000,7,0.3,"[12, 10, 5, 15, 6, 14, 3, 4, 8, 16, 7, 11, 0, 13, 2, 9, 1]",39,0.9912388324737549
100,0.7,0.05,1000,7,0.3,"[0, 13, 2, 9, 12, 10, 1, 6, 14, 15, 5, 3, 4, 16, 7, 8, 11]",39,0.9720859527587891
100,0.7,0.05,1000,7,0.3,"[0, 11, 2, 13, 1, 9, 12, 10, 15, 6, 5, 14, 3, 4, 7, 8, 16]",39,0.9820847511291504
100,0.7,0.05,1000,7,0.3,"[1, 16, 7, 8, 3, 4, 6, 5, 14, 15, 11, 0, 2, 13, 9, 12, 10]",39,1.0128893852233887
100,0.7,0.05,1000,7,0.3,"[10, 9, 8, 16, 7, 3, 4, 15, 5, 6, 14, 11, 0, 13, 2, 1, 12]",39,0.9730851650238037
100,0.7,0.05,1000,7,0.4,"[0, 11, 8, 9, 2, 13, 12, 10, 1, 14, 15, 4, 3, 6, 5, 7, 16]",49,0.961632490158081
100,0.7,0.05,1000,7,0.4,"[8, 16, 15, 14, 5, 3, 4, 6, 7, 10, 0, 11, 12, 2, 13, 1, 9]",50,0.9360823631286621
100,0.7,0.05,1000,7,0.4,"[12, 13, 0, 11, 5, 6, 15, 4, 3, 14, 7, 16, 8, 9, 10, 1, 2]",47,0.9596490859985352
100,0.7,0.05,1000,7,0.4,"[12, 13, 2, 9, 1, 11, 0, 8, 16, 7, 4, 3, 15, 5, 6, 14, 10]",40,0.9300811290740967
100,0.7,0.05,1000,7,0.4,"[11, 2, 13, 12, 9, 8, 16, 7, 14, 6, 3, 4, 5, 15, 10, 1, 0]",44,0.949993371963501
100,0.7,0.05,1500,3,0.2,"[10, 1, 13, 2, 11, 0, 6, 15, 14, 5, 3, 4, 7, 8, 16, 12, 9]",39,1.3287248611450195
100,0.7,0.05,1500,3,0.2,"[8, 16, 7, 11, 0, 2, 13, 10, 9, 12, 1, 14, 6, 5, 15, 3, 4]",39,1.3566746711730957
100,0.7,0.05,1500,3,0.2,"[16, 7, 11, 0, 13, 2, 12, 10, 9, 1, 6, 5, 15, 14, 4, 3, 8]",39,1.3751213550567627
100,0.7,0.05,1500,3,0.2,"[5, 6, 15, 4, 3, 7, 8, 16, 10, 12, 9, 1, 13, 2, 0, 11, 14]",39,1.3715760707855225
100,0.7,0.05,1500,3,0.2,"[7, 8, 16, 10, 12, 9, 1, 13, 2, 11, 0, 5, 15, 14, 6, 3, 4]",39,1.3611769676208496
100,0.7,0.05,1500,3,0.3,"[2, 13, 12, 10, 9, 1, 16, 8, 7, 3, 4, 14, 6, 15, 5, 11, 0]",39,1.4681274890899658
100,0.7,0.05,1500,3,0.3,"[12, 1, 10, 13, 2, 11, 0, 6, 14, 5, 15, 4, 3, 16, 7, 8, 9]",39,1.3629019260406494
100,0.7,0.05,1500,3,0.3,"[6, 15, 5, 14, 12, 10, 1, 9, 2, 13, 11, 0, 8, 7, 16, 4, 3]",39,1.3107385635375977
100,0.7,0.05,1500,3,0.3,"[1, 2, 13, 11, 0, 16, 8, 7, 4, 3, 14, 6, 15, 5, 9, 12, 10]",39,1.32411527633667
100,0.7,0.05,1500,3,0.3,"[13, 2, 10, 12, 1, 9, 8, 16, 7, 4, 3, 14, 15, 5, 6, 0, 11]",39,1.2984540462493896
100,0.7,0.05,1500,3,0.4,"[0, 11, 13, 2, 1, 12, 10, 9, 16, 8, 7, 3, 4, 6, 14, 5, 15]",39,1.3431158065795898
100,0.7,0.05,1500,3,0.4,"[10, 9, 12, 2, 13, 11, 0, 6, 14, 5, 15, 3, 4, 7, 8, 16, 1]",39,1.302107572555542
100,0.7,0.05,1500,3,0.4,"[15, 6, 14, 10, 9, 1, 12, 2, 13, 0, 11, 7, 16, 8, 4, 3, 5]",39,1.3386056423187256
100,0.7,0.05,1500,3,0.4,"[8, 4, 3, 14, 15, 6, 5, 9, 12, 10, 1, 2, 13, 0, 11, 16, 7]",39,1.334115982055664
100,0.7,0.05,1500,3,0.4,"[3, 4, 14, 15, 5, 6, 12, 10, 1, 9, 2, 13, 0, 11, 8, 7, 16]",39,1.343116044998169
100,0.7,0.05,1500,5,0.2,"[15, 5, 6, 0, 11, 2, 13, 10, 1, 12, 9, 16, 8, 7, 3, 4, 14]",39,1.4271280765533447
100,0.7,0.05,1500,5,0.2,"[0, 13, 2, 12, 10, 1, 9, 5, 15, 6, 14, 4, 3, 7, 8, 16, 11]",39,1.3775660991668701
100,0.7,0.05,1500,5,0.2,"[7, 3, 4, 5, 14, 6, 15, 9, 1, 10, 12, 13, 2, 0, 11, 16, 8]",39,1.3925340175628662
100,0.7,0.05,1500,5,0.2,"[8, 4, 3, 6, 15, 14, 5, 0, 11, 13, 2, 10, 1, 9, 12, 7, 16]",39,1.3721210956573486
100,0.7,0.05,1500,5,0.2,"[10, 12, 1, 13, 2, 11, 0, 16, 8, 7, 3, 4, 15, 5, 14, 6, 9]",39,1.4146621227264404
100,0.7,0.05,1500,5,0.3,"[14, 9, 1, 10, 12, 13, 2, 11, 0, 8, 7, 16, 4, 3, 5, 6, 15]",39,1.392991065979004
100,0.7,0.05,1500,5,0.3,"[13, 2, 0, 11, 14, 15, 6, 5, 4, 3, 7, 8, 16, 9, 10, 12, 1]",39,1.4071223735809326
100,0.7,0.05,1500,5,0.3,"[9, 1, 10, 12, 15, 14, 6, 5, 3, 4, 8, 16, 7, 0, 11, 13, 2]",39,1.4269788265228271
100,0.7,0.05,1500,5,0.3,"[1, 9, 15, 14, 6, 5, 3, 4, 7, 16, 8, 0, 11, 13, 2, 10, 12]",39,1.3949954509735107
100,0.7,0.05,1500,5,0.3,"[16, 8, 1, 12, 9, 10, 2, 13, 0, 11, 5, 14, 15, 6, 4, 3, 7]",39,1.3911216259002686
100,0.7,0.05,1500,5,0.4,"[4, 3, 6, 15, 14, 5, 12, 10, 1, 9, 13, 2, 11, 0, 16, 8, 7]",39,1.3866770267486572
100,0.7,0.05,1500,5,0.4,"[1, 10, 9, 2, 13, 0, 11, 6, 15, 14, 5, 4, 3, 16, 8, 7, 12]",39,1.3471190929412842
100,0.7,0.05,1500,5,0.4,"[7, 16, 8, 11, 0, 2, 13, 12, 9, 1, 10, 5, 14, 6, 15, 3, 4]",39,1.4162027835845947
100,0.7,0.05,1500,5,0.4,"[5, 14, 6, 4, 3, 7, 8, 16, 12, 1, 9, 10, 2, 13, 11, 0, 15]",39,1.4831037521362305
100,0.7,0.05,1500,5,0.4,"[1, 10, 12, 13, 2, 11, 0, 5, 14, 6, 15, 3, 4, 16, 7, 8, 9]",39,1.3861196041107178
100,0.7,0.05,1500,7,0.2,"[8, 11, 0, 13, 2, 10, 9, 1, 12, 6, 14, 5, 15, 3, 4, 16, 7]",39,1.4663755893707275
100,0.7,0.05,1500,7,0.2,"[8, 16, 3, 4, 5, 14, 15, 6, 0, 11, 2, 13, 1, 10, 12, 9, 7]",39,1.5050578117370605
100,0.7,0.05,1500,7,0.2,"[11, 0, 15, 5, 6, 14, 3, 4, 16, 7, 8, 10, 9, 12, 1, 13, 2]",39,1.5452642440795898
100,0.7,0.05,1500,7,0.2,"[9, 6, 14, 15, 5, 3, 4, 7, 16, 8, 11, 0, 2, 13, 12, 10, 1]",39,1.548501968383789
100,0.7,0.05,1500,7,0.2,"[8, 4, 3, 5, 15, 14, 6, 11, 0, 13, 2, 10, 1, 9, 12, 16, 7]",39,1.5307846069335938
100,0.7,0.05,1500,7,0.3,"[1, 12, 7, 16, 8, 4, 3, 14, 15, 5, 6, 11, 0, 13, 2, 10, 9]",39,1.5125772953033447
100,0.7,0.05,1500,7,0.3,"[6, 15, 5, 14, 4, 3, 7, 16, 8, 1, 9, 10, 12, 2, 13, 11, 0]",39,1.4531278610229492
100,0.7,0.05,1500,7,0.3,"[7, 8, 16, 10, 12, 1, 9, 13, 2, 0, 11, 14, 5, 6, 15, 3, 4]",39,1.4882550239562988
100,0.7,0.05,1500,7,0.3,"[11, 0, 8, 16, 7, 4, 3, 14, 6, 15, 5, 12, 1, 10, 9, 13, 2]",39,1.5405898094177246
100,0.7,0.05,1500,7,0.3,"[7, 8, 10, 12, 1, 9, 2, 13, 0, 11, 14, 6, 15, 5, 4, 3, 16]",39,1.4641284942626953
100,0.7,0.05,1500,7,0.4,"[16, 8, 7, 3, 4, 6, 14, 15, 5, 0, 13, 10, 9, 2, 1, 12, 11]",48,1.4354920387268066
100,0.7,0.05,1500,7,0.4,"[16, 1, 9, 10, 2, 13, 12, 0, 11, 8, 7, 3, 4, 15, 5, 6, 14]",45,1.4596922397613525
100,0.7,0.05,1500,7,0.4,"[2, 13, 10, 9, 16, 3, 4, 7, 8, 6, 5, 14, 15, 11, 0, 12, 1]",54,1.4391255378723145
100,0.7,0.05,1500,7,0.4,"[13, 12, 9, 10, 16, 7, 8, 15, 14, 6, 3, 4, 5, 11, 0, 1, 2]",42,1.474625825881958
100,0.7,0.05,1500,7,0.4,"[3, 4, 8, 7, 11, 0, 1, 9, 10, 2, 13, 12, 16, 14, 5, 6, 15]",45,1.510223627090454
100,0.7,0.1,500,3,0.2,"[1, 12, 13, 2, 0, 11, 8, 16, 7, 3, 4, 5, 14, 6, 15, 10, 9]",39,0.4760422706604004
100,0.7,0.1,500,3,0.2,"[1, 16, 8, 7, 4, 3, 14, 6, 15, 5, 11, 0, 13, 2, 12, 9, 10]",39,0.46004199981689453
100,0.7,0.1,500,3,0.2,"[8, 7, 10, 1, 9, 12, 2, 13, 0, 11, 14, 15, 6, 5, 3, 4, 16]",39,0.4930412769317627
100,0.7,0.1,500,3,0.2,"[15, 6, 1, 10, 9, 12, 13, 2, 11, 0, 7, 16, 8, 3, 4, 5, 14]",39,0.448436975479126
100,0.7,0.1,500,3,0.2,"[11, 6, 14, 5, 15, 3, 4, 8, 7, 16, 12, 10, 9, 1, 2, 13, 0]",39,0.47266221046447754
100,0.7,0.1,500,3,0.3,"[13, 10, 1, 12, 9, 15, 14, 5, 6, 4, 3, 8, 7, 16, 0, 11, 2]",39,0.46604084968566895
100,0.7,0.1,500,3,0.3,"[9, 10, 2, 13, 11, 0, 15, 5, 14, 6, 3, 4, 7, 8, 16, 12, 1]",39,0.46603941917419434
100,0.7,0.1,500,3,0.3,"[1, 10, 12, 2, 13, 0, 11, 16, 8, 7, 3, 4, 5, 15, 6, 14, 9]",39,0.44003891944885254
100,0.7,0.1,500,3,0.3,"[14, 15, 5, 11, 0, 2, 13, 12, 10, 9, 1, 8, 16, 7, 3, 4, 6]",39,0.4712991714477539
100,0.7,0.1,500,3,0.3,"[6, 5, 3, 4, 16, 7, 8, 11, 0, 13, 2, 12, 10, 9, 1, 14, 15]",39,0.5050430297851562
100,0.7,0.1,500,3,0.4,"[10, 12, 1, 9, 2, 13, 0, 11, 16, 7, 8, 3, 4, 15, 6, 14, 5]",39,0.46404099464416504
100,0.7,0.1,500,3,0.4,"[12, 9, 2, 13, 0, 11, 7, 16, 8, 4, 3, 5, 6, 15, 14, 10, 1]",39,0.44904017448425293
100,0.7,0.1,500,3,0.4,"[8, 7, 4, 3, 15, 6, 5, 14, 1, 10, 12, 9, 2, 13, 0, 11, 16]",39,0.44203996658325195
100,0.7,0.1,500,3,0.4,"[9, 10, 1, 13, 2, 11, 0, 6, 14, 15, 5, 3, 4, 8, 16, 7, 12]",39,0.4566769599914551
100,0.7,0.1,500,3,0.4,"[11, 0, 2, 13, 9, 10, 1, 12, 5, 14, 6, 15, 3, 4, 7, 16, 8]",39,0.48304247856140137
100,0.7,0.1,500,5,0.2,"[11, 13, 2, 1, 12, 10, 9, 7, 8, 16, 4, 3, 14, 5, 6, 15, 0]",39,0.46404147148132324
100,0.7,0.1,500,5,0.2,"[0, 6, 5, 14, 15, 4, 3, 8, 7, 16, 9, 1, 12, 10, 2, 13, 11]",39,0.485044002532959
100,0.7,0.1,500,5,0.2,"[3, 4, 8, 16, 7, 11, 0, 2, 13, 10, 1, 12, 9, 15, 14, 5, 6]",39,0.47324633598327637
100,0.7,0.1,500,5,0.2,"[5, 15, 14, 6, 0, 11, 2, 13, 12, 10, 9, 1, 8, 16, 7, 3, 4]",39,0.49881744384765625
100,0.7,0.1,500,5,0.2,"[14, 15, 9, 1, 12, 10, 2, 13, 0, 11, 8, 7, 16, 3, 4, 6, 5]",39,0.47204113006591797
100,0.7,0.1,500,5,0.3,"[2, 1, 12, 10, 9, 6, 14, 15, 5, 3, 4, 16, 7, 8, 11, 0, 13]",39,0.47904229164123535
100,0.7,0.1,500,5,0.3,"[8, 16, 3, 4, 15, 14, 6, 5, 12, 10, 9, 1, 2, 13, 0, 11, 7]",39,0.4610412120819092
100,0.7,0.1,500,5,0.3,"[13, 2, 9, 10, 1, 12, 16, 8, 7, 3, 4, 6, 5, 15, 14, 0, 11]",39,0.4934682846069336
100,0.7,0.1,500,5,0.3,"[10, 12, 2, 13, 0, 11, 5, 15, 14, 6, 4, 3, 7, 8, 16, 9, 1]",39,0.4630401134490967
100,0.7,0.1,500,5,0.3,"[1, 7, 8, 16, 4, 3, 6, 5, 14, 15, 11, 0, 2, 13, 10, 9, 12]",39,0.49804234504699707
100,0.7,0.1,500,5,0.4,"[8, 7, 4, 3, 6, 15, 5, 14, 9, 10, 12, 1, 2, 13, 11, 0, 16]",39,0.46404027938842773
100,0.7,0.1,500,5,0.4,"[11, 0, 8, 7, 16, 3, 4, 15, 6, 14, 5, 9, 10, 12, 1, 2, 13]",39,0.5825634002685547
100,0.7,0.1,500,5,0.4,"[13, 2, 0, 11, 7, 8, 16, 4, 3, 14, 15, 5, 6, 9, 12, 10, 1]",39,0.5106565952301025
100,0.7,0.1,500,5,0.4,"[12, 10, 9, 1, 15, 6, 14, 5, 4, 3, 16, 8, 7, 0, 11, 13, 2]",39,0.48804497718811035
100,0.7,0.1,500,5,0.4,"[8, 0, 11, 2, 13, 12, 10, 1, 9, 5, 6, 15, 14, 4, 3, 16, 7]",39,0.46604204177856445
100,0.7,0.1,500,7,0.2,"[16, 4, 3, 6, 15, 14, 5, 11, 0, 13, 2, 1, 12, 9, 10, 7, 8]",39,0.5100412368774414
100,0.7,0.1,500,7,0.2,"[9, 1, 10, 13, 2, 11, 0, 8, 7, 16, 4, 3, 5, 15, 6, 14, 12]",39,0.4977402687072754
100,0.7,0.1,500,7,0.2,"[9, 1, 10, 5, 6, 14, 15, 3, 4, 8, 16, 7, 0, 11, 13, 2, 12]",39,0.48704075813293457
100,0.7,0.1,500,7,0.2,"[8, 7, 16, 3, 4, 15, 14, 6, 5, 12, 10, 1, 9, 13, 2, 0, 11]",39,0.5080466270446777
